X1,mod_agency,maj_agency_cat,vendor_name,street_address,city,state,zipcode,maj_fund_agency_cat,contracting_office_agency_id,dollars_obligated,description_of_contract_requirement,vendor_cd,place_of_performance_city,pop_state_code,place_of_performance_congressional_district,product_or_service_code,unique_transaction_id,vLocation,popLocation,beltway,vlon,vlat,plon,plat,beltwayMetro,gcBeltFund,gcMetroBeltFund,majAgency
13948,1700: DEPT OF THE NAVY,9700: Department of Defense,BATH IRON WORKS CORPORATION,700 WASHINGTON ST,BATH,ME,04530,9700: Department of Defense,1700: DEPT OF THE NAVY,634287168,FUNDS FY16 MYP SHIP AND EXERCISE APPLICABLE OPTIONS.,NA,BATH,ME,ME01,1905: COMBAT SHIPS AND LANDING VESSELS,10888cd620964dcabe594c930446bfeb,"BATH, ME","BATH, ME",notInBeltway,-69.8206023,43.9106353,-69.8206023,43.9106353,notInBeltway,0,0,Department of Defense
13949,1700: DEPT OF THE NAVY,9700: Department of Defense,HUNTINGTON INGALLS INCORPORATED,1000 ACCESS RD,PASCAGOULA,MS,39567,9700: Department of Defense,1700: DEPT OF THE NAVY,617803467,FUND FY16 MYP SHIP AND EXERCISE ASSOCIATED OPTIONS.,NA,PASCAGOULA,MS,MS04,1905: COMBAT SHIPS AND LANDING VESSELS,b546932f6bd543ae9dd91071cf942b01,"PASCAGOULA, MS","PASCAGOULA, MS",notInBeltway,-88.5561272,30.3657552,-88.5561272,30.3657552,notInBeltway,0,0,Department of Defense
14337,1700: DEPT OF THE NAVY,9700: Department of Defense,HUNTINGTON INGALLS INCORPORATED,4101 WASHINGTON AVE,NEWPORT NEWS,VA,23607,9700: Department of Defense,1700: DEPT OF THE NAVY,24667508,"FY16 CVN71 BASIC IGF::CT::IGF SCLINACRNWORK ITEM #RCC EST COST SCHED INCENTIVEFEE OBL 1.232% COST INCENTIVE FEE OBLIGATED 4.0% COMMITTED AWARD FEE POOL 4.268% TOTAL 0017AA EC TYCOM BASIC $22,669,460 $260,591 $846,074 $902,761 $24,678,885 0017AB EC TYCOM TRAVEL $671,182 $0 $0 $0 $671,182 0017AE ED AIT 993-11-900 $162,060 $1,787 $5,803 $6,192 $175,842 0017AD EA AIT 993-11-901 $33,289 $368 $1,194 $1,274 $36,125 0017AF EE AIT 993-11-905 $14,996 $166 $538 $574 $16,274 TOTAL $23,550,987 $262,911 $853,609 $910,800 $25,578,308",NA,SAN DIEGO,CA,CA52,1905: COMBAT SHIPS AND LANDING VESSELS,6fe2c7c54bb44390ab6dafb1c903988c,"NEWPORT NEWS, VA","SAN DIEGO, CA",notInBeltway,-76.4730122,37.0870821,-117.1610838,32.715738,notInBeltway,0,0,Department of Defense
14515,1700: DEPT OF THE NAVY,9700: Department of Defense,ELECTRIC BOAT CORPORATION,75 EASTERN POINT RD,GROTON,CT,06340,9700: Department of Defense,1700: DEPT OF THE NAVY,9177695,SUBMARINE,NA,GROTON,CT,CT02,1905: COMBAT SHIPS AND LANDING VESSELS,d6a542ec03df4d469a58526123070853,"GROTON, CT","GROTON, CT",notInBeltway,-72.0790717,41.3497456,-72.0790717,41.3497456,notInBeltway,0,0,Department of Defense
14547,1700: DEPT OF THE NAVY,9700: Department of Defense,ELECTRIC BOAT CORPORATION,75 EASTERN POINT RD,GROTON,CT,06340,9700: Department of Defense,1700: DEPT OF THE NAVY,17754478,SUBMARINE,NA,GROTON,CT,CT02,1905: COMBAT SHIPS AND LANDING VESSELS,6032ea6c9fc0409fa107e928a9fbebc1,"GROTON, CT","GROTON, CT",notInBeltway,-72.0790717,41.3497456,-72.0790717,41.3497456,notInBeltway,0,0,Department of Defense
14807,1700: DEPT OF THE NAVY,9700: Department of Defense,HUNTINGTON INGALLS INCORPORATED,1000 ACCESS RD,PASCAGOULA,MS,39567,9700: Department of Defense,1700: DEPT OF THE NAVY,58406528,LPD 28 LONG LEAD TIME MATERIAL INCREMENT 2,NA,PASCAGOULA,MS,MS04,1905: COMBAT SHIPS AND LANDING VESSELS,1c6d22e0a3cc4a39821edcc24212a924,"PASCAGOULA, MS","PASCAGOULA, MS",notInBeltway,-88.5561272,30.3657552,-88.5561272,30.3657552,notInBeltway,0,0,Department of Defense
14853,1700: DEPT OF THE NAVY,9700: Department of Defense,"AUSTAL USA, LLC",1 DUNLAP DR,MOBILE,AL,36610,9700: Department of Defense,1700: DEPT OF THE NAVY,370143797,"THE PURPOSE OF THIS MODIFICATION IS TO EXERCISE OPTION CLINS 0501, 0502, AND 0503.",NA,MOBILE,AL,AL01,1905: COMBAT SHIPS AND LANDING VESSELS,913544910c8b449a8fe071cba118496e,"MOBILE, AL","MOBILE, AL",notInBeltway,-88.0398912,30.6953657,-88.0398912,30.6953657,notInBeltway,0,0,Department of Defense
14925,1700: DEPT OF THE NAVY,9700: Department of Defense,LOCKHEED MARTIN CORPORATION,2323 EASTERN BLVD,BALTIMORE,MD,21220,9700: Department of Defense,1700: DEPT OF THE NAVY,387419089,"THE PURPOSE OF THIS MODIFICATION IS TO EXERCISE CLINS 0501, 0502, AND 0503.",NA,MIDDLE RIVER,MD,MD02,1905: COMBAT SHIPS AND LANDING VESSELS,8a6757191e1b49f8863e1d3f25c39927,"BALTIMORE, MD","MIDDLE RIVER, MD",notInBeltway,-76.6121893,39.2903848,-76.4394056,39.3342744,notInBeltway,0,0,Department of Defense
15261,1700: DEPT OF THE NAVY,9700: Department of Defense,ELECTRIC BOAT CORPORATION,75 EASTERN POINT RD,GROTON,CT,06340,9700: Department of Defense,1700: DEPT OF THE NAVY,96897617,LEAD YARD SERVICES,NA,GROTON,CT,CT02,1905: COMBAT SHIPS AND LANDING VESSELS,3cedefca3caf43ab845b08e2032869bf,"GROTON, CT","GROTON, CT",notInBeltway,-72.0790717,41.3497456,-72.0790717,41.3497456,notInBeltway,0,0,Department of Defense
15302,1700: DEPT OF THE NAVY,9700: Department of Defense,LOCKHEED MARTIN CORPORATION,2323 EASTERN BLVD,BALTIMORE,MD,21220,9700: Department of Defense,1700: DEPT OF THE NAVY,11457870,LABOR FOR LCS 7 ENGINEERING&MANAGEMENT,NA,MIDDLE RIVER,MD,MD02,1905: COMBAT SHIPS AND LANDING VESSELS,85a180a291c94e9bb470d2693af909ba,"BALTIMORE, MD","MIDDLE RIVER, MD",notInBeltway,-76.6121893,39.2903848,-76.4394056,39.3342744,notInBeltway,0,0,Department of Defense
15544,1700: DEPT OF THE NAVY,9700: Department of Defense,ELECTRIC BOAT CORPORATION,75 EASTERN POINT RD,GROTON,CT,06340,9700: Department of Defense,1700: DEPT OF THE NAVY,10548710,SUBMARINE,NA,GROTON,CT,CT02,1905: COMBAT SHIPS AND LANDING VESSELS,9e1e378c5f03407e96e38a30aa025b04,"GROTON, CT","GROTON, CT",notInBeltway,-72.0790717,41.3497456,-72.0790717,41.3497456,notInBeltway,0,0,Department of Defense
15690,1700: DEPT OF THE NAVY,9700: Department of Defense,HUNTINGTON INGALLS INCORPORATED,4101 WASHINGTON AVE,NEWPORT NEWS,VA,23607,9700: Department of Defense,1700: DEPT OF THE NAVY,2e7,INCREASE E&S BY $20M,NA,NEWPORT NEWS,VA,VA03,1905: COMBAT SHIPS AND LANDING VESSELS,9dee6e2bc5c64f75a79c227cd157b3ee,"NEWPORT NEWS, VA","NEWPORT NEWS, VA",notInBeltway,-76.4730122,37.0870821,-76.4730122,37.0870821,notInBeltway,0,0,Department of Defense
16217,1700: DEPT OF THE NAVY,9700: Department of Defense,ELECTRIC BOAT CORPORATION,75 EASTERN POINT RD,GROTON,CT,06340,9700: Department of Defense,1700: DEPT OF THE NAVY,9792368,SUBMARINE,NA,GROTON,CT,CT02,1905: COMBAT SHIPS AND LANDING VESSELS,6de8ab389738426c8ac32af0fc535cec,"GROTON, CT","GROTON, CT",notInBeltway,-72.0790717,41.3497456,-72.0790717,41.3497456,notInBeltway,0,0,Department of Defense
16601,1700: DEPT OF THE NAVY,9700: Department of Defense,"L-3 UNIDYNE, INC.",3835 E PRINCESS ANNE RD,NORFOLK,VA,23502,9700: Department of Defense,1700: DEPT OF THE NAVY,24736253,LCAC 64 SLEP AVAILABILITY,NA,CAMP PENDLETON,CA,CA49,1905: COMBAT SHIPS AND LANDING VESSELS,c25e82f9787447b5b3aabadc0dde8e51,"NORFOLK, VA","CAMP PENDLETON, CA",notInBeltway,-76.2858726,36.8507689,-117.3205123,33.3178416,notInBeltway,0,0,Department of Defense
16602,1700: DEPT OF THE NAVY,9700: Department of Defense,"L-3 UNIDYNE, INC.",3835 E PRINCESS ANNE RD,NORFOLK,VA,23502,9700: Department of Defense,1700: DEPT OF THE NAVY,12158927,LANDING CRAFT AIR CUSHION (LCAC) 84,NA,VIRGINIA BEACH,VA,VA02,1905: COMBAT SHIPS AND LANDING VESSELS,75ea6c52824241fe88d0eea12ed42884,"NORFOLK, VA","VIRGINIA BEACH, VA",notInBeltway,-76.2858726,36.8507689,-75.977985,36.8529263,notInBeltway,0,0,Department of Defense
16804,1700: DEPT OF THE NAVY,9700: Department of Defense,ELECTRIC BOAT CORPORATION,75 EASTERN POINT RD,GROTON,CT,06340,9700: Department of Defense,1700: DEPT OF THE NAVY,15341513,NUCLEAR REGIONAL MAINTENANCE DEPARTMENT,NA,GROTON,CT,CT02,1905: COMBAT SHIPS AND LANDING VESSELS,f066f47c9b0f4991b3aae5e18d995a12,"GROTON, CT","GROTON, CT",notInBeltway,-72.0790717,41.3497456,-72.0790717,41.3497456,notInBeltway,0,0,Department of Defense
16906,1700: DEPT OF THE NAVY,9700: Department of Defense,"AUSTAL USA, LLC",1 DUNLAP DR,MOBILE,AL,36610,9700: Department of Defense,1700: DEPT OF THE NAVY,22456545,"BASIC SEAFRAME CONSTRUCTION BLOCK BUY SHIP 1 (LCS 6), SHIP 3 (LCS 10), AND SHIP 4 (LCS 12)",NA,MOBILE,AL,AL01,1905: COMBAT SHIPS AND LANDING VESSELS,1e0de1728c424c7097e3ee1e879ce56e,"MOBILE, AL","MOBILE, AL",notInBeltway,-88.0398912,30.6953657,-88.0398912,30.6953657,notInBeltway,0,0,Department of Defense
17175,1700: DEPT OF THE NAVY,9700: Department of Defense,HUNTINGTON INGALLS INCORPORATED,4101 WASHINGTON AVE,NEWPORT NEWS,VA,23607,9700: Department of Defense,1700: DEPT OF THE NAVY,318479959,DETAIL DESIGN AND CONSTRUCTION CVN 79 MAY 2016 INCREMENTAL FUNDING,NA,NEWPORT NEWS,VA,VA03,1905: COMBAT SHIPS AND LANDING VESSELS,b31efab4950a4e9ba675b6faa9047d8c,"NEWPORT NEWS, VA","NEWPORT NEWS, VA",notInBeltway,-76.4730122,37.0870821,-76.4730122,37.0870821,notInBeltway,0,0,Department of Defense
17442,1700: DEPT OF THE NAVY,9700: Department of Defense,RAYTHEON COMPANY,8650 BALBOA AVE,SAN DIEGO,CA,92123,9700: Department of Defense,1700: DEPT OF THE NAVY,11712640,LPD 17 CLASS LCE&S,NA,SAN DIEGO,CA,CA52,1905: COMBAT SHIPS AND LANDING VESSELS,7c29b959e1ee4a3c9620548d9b04b77a,"SAN DIEGO, CA","SAN DIEGO, CA",notInBeltway,-117.1610838,32.715738,-117.1610838,32.715738,notInBeltway,0,0,Department of Defense
17448,1700: DEPT OF THE NAVY,9700: Department of Defense,TEXTRON INC.,19401 CHEF MENTEUR HWY,NEW ORLEANS,LA,70129,9700: Department of Defense,1700: DEPT OF THE NAVY,174012150,EXERCISE OF CLIN 0600 OPTION FOR PROCUREMENT OF 5 SSC CRAFT,NA,NEW ORLEANS,LA,LA02,1905: COMBAT SHIPS AND LANDING VESSELS,f5765c3b977b46e0beb0256cc80aa723,"NEW ORLEANS, LA","NEW ORLEANS, LA",notInBeltway,-90.0715323,29.9510658,-90.0715323,29.9510658,notInBeltway,0,0,Department of Defense
18347,1700: DEPT OF THE NAVY,9700: Department of Defense,LOCKHEED MARTIN CORPORATION,2323 EASTERN BLVD,BALTIMORE,MD,21220,9700: Department of Defense,1700: DEPT OF THE NAVY,25e6,THE PURPOSE OF THIS MODIFICATION IS TO ADD 3 NEW CDS CLINS AND 3 NEW CDS OPTION CLINS.,NA,MIDDLE RIVER,MD,MD02,1905: COMBAT SHIPS AND LANDING VESSELS,32d091c8be874299a16d756fb4ca5625,"BALTIMORE, MD","MIDDLE RIVER, MD",notInBeltway,-76.6121893,39.2903848,-76.4394056,39.3342744,notInBeltway,0,0,Department of Defense
19446,1700: DEPT OF THE NAVY,9700: Department of Defense,ELECTRIC BOAT CORPORATION,75 EASTERN POINT RD,GROTON,CT,06340,9700: Department of Defense,1700: DEPT OF THE NAVY,8395233,SUBMARINE,NA,GROTON,CT,CT02,1905: COMBAT SHIPS AND LANDING VESSELS,073d36573b8f4708ae4ee088cf70e8f1,"GROTON, CT","GROTON, CT",notInBeltway,-72.0790717,41.3497456,-72.0790717,41.3497456,notInBeltway,0,0,Department of Defense
20405,1700: DEPT OF THE NAVY,9700: Department of Defense,LOCKHEED MARTIN CORPORATION,2323 EASTERN BLVD,BALTIMORE,MD,21220,9700: Department of Defense,1700: DEPT OF THE NAVY,10864910,LCS 5 ER04 EMERGENT AVAILABILITIES (FSST SUPPORT),NA,JACKSONVILLE,FL,FL04,1905: COMBAT SHIPS AND LANDING VESSELS,8197a90d8abd4830a019b8baa4caa7ea,"BALTIMORE, MD","JACKSONVILLE, FL",notInBeltway,-76.6121893,39.2903848,-81.655651,30.3321838,notInBeltway,0,0,Department of Defense
21293,7008: U.S. COAST GUARD,7000: Department of Homeland Security,"BOLLINGER SHIPYARDS LOCKPORT, L.L.C.",8365 HIGHWAY 308,LOCKPORT,LA,70374,7000: Department of Homeland Security,7008: U.S. COAST GUARD,318602348.55,THE UNITED STATES COAST GUARD HAS A REQUIREMENT TO PROCURE UP TO TWENTY-SIX (26) FAST RESPONSE CUTTERS (FRCS) ON A FIRM FIXED PRICE (FFP) BASIS WITH AN ECONOMIC PRICE ADJUSTMENT (EPA). PHASE II OF THE FRC PROGRAM WILL COMPLETE THE FLEET FOR A TOTAL OF 58 CUTTERS.,NA,LOCKPORT,LA,LA01,1905: COMBAT SHIPS AND LANDING VESSELS,ad2e882035294e70a62e41bff9e3d902,"LOCKPORT, LA","LOCKPORT, LA",notInBeltway,-90.5392524,29.6460467,-90.5392524,29.6460467,notInBeltway,0,0,Department of Homeland Security
22585,1700: DEPT OF THE NAVY,9700: Department of Defense,HUNTINGTON INGALLS INCORPORATED,1000 ACCESS RD,PASCAGOULA,MS,39567,9700: Department of Defense,1700: DEPT OF THE NAVY,14163290,EXERCISES OPTION YEAR 4 FOR FOLLOW YARD SERVICES,NA,PASCAGOULA,MS,MS04,1905: COMBAT SHIPS AND LANDING VESSELS,9e584fa6fe284fad9ca84a634cc5ab9b,"PASCAGOULA, MS","PASCAGOULA, MS",notInBeltway,-88.5561272,30.3657552,-88.5561272,30.3657552,notInBeltway,0,0,Department of Defense
22751,1700: DEPT OF THE NAVY,9700: Department of Defense,ELECTRIC BOAT CORPORATION,75 EASTERN POINT RD,GROTON,CT,06340,9700: Department of Defense,1700: DEPT OF THE NAVY,40388629,OHIO RPLACEMENT DESIGN,NA,GROTON,CT,CT02,1905: COMBAT SHIPS AND LANDING VESSELS,8b9e6dee71e74435b8bf4e710861a4b0,"GROTON, CT","GROTON, CT",notInBeltway,-72.0790717,41.3497456,-72.0790717,41.3497456,notInBeltway,0,0,Department of Defense
23726,1700: DEPT OF THE NAVY,9700: Department of Defense,HUNTINGTON INGALLS INCORPORATED,4101 WASHINGTON AVE,NEWPORT NEWS,VA,23607,9700: Department of Defense,1700: DEPT OF THE NAVY,17037858,ESTABLISH NEW MATERIAL REQUIREMENT AND ESTABLISH MATERIAL POOL FOR EMERGENT AND SUPPLEMENTAL MATERIAL REQUIREMENTS.,NA,NEWPORT NEWS,VA,VA03,1905: COMBAT SHIPS AND LANDING VESSELS,9c2df6fb515c41d78d1f8fb1a9837325,"NEWPORT NEWS, VA","NEWPORT NEWS, VA",notInBeltway,-76.4730122,37.0870821,-76.4730122,37.0870821,notInBeltway,0,0,Department of Defense
24040,1700: DEPT OF THE NAVY,9700: Department of Defense,BATH IRON WORKS CORPORATION,700 WASHINGTON ST,BATH,ME,04530,9700: Department of Defense,1700: DEPT OF THE NAVY,8793873,CLIN 0333AB REALIGNMENT / POP EXTENSION,NA,BATH,ME,ME01,1905: COMBAT SHIPS AND LANDING VESSELS,aa41d70ef9e24301a59bfaf6f5aa52f2,"BATH, ME","BATH, ME",notInBeltway,-69.8206023,43.9106353,-69.8206023,43.9106353,notInBeltway,0,0,Department of Defense
24386,1700: DEPT OF THE NAVY,9700: Department of Defense,NATIONAL STEEL AND SHIPBUILDING COMPANY,2798 HARBOR DR,SAN DIEGO,CA,92113,9700: Department of Defense,1700: DEPT OF THE NAVY,11631334,IGF::CT::IGF EXERCISE OPTION YEAR 1 AND PROVIDE FUNDING UNDER A UCA IN SUPPORT OF SEC LCS CLASS SHIPS,NA,SAN DIEGO,CA,CA51,1905: COMBAT SHIPS AND LANDING VESSELS,1021b69fe71247c8acbdb518f42a9274,"SAN DIEGO, CA","SAN DIEGO, CA",notInBeltway,-117.1610838,32.715738,-117.1610838,32.715738,notInBeltway,0,0,Department of Defense
25870,1700: DEPT OF THE NAVY,9700: Department of Defense,"AUSTAL USA, LLC",1 DUNLAP DR,MOBILE,AL,36610,9700: Department of Defense,1700: DEPT OF THE NAVY,11033457,POST DELIVERY MATERIAL - BOA ITEM 0001,NA,MOBILE,AL,AL01,1905: COMBAT SHIPS AND LANDING VESSELS,c3b7fa72c67c4b62a3a872104ebe8bd4,"MOBILE, AL","MOBILE, AL",notInBeltway,-88.0398912,30.6953657,-88.0398912,30.6953657,notInBeltway,0,0,Department of Defense
26213,1700: DEPT OF THE NAVY,9700: Department of Defense,ELECTRIC BOAT CORPORATION,75 EASTERN POINT RD,GROTON,CT,06340,9700: Department of Defense,1700: DEPT OF THE NAVY,15903e3,LEAD YARD SERVICES,NA,GROTON,CT,CT02,1905: COMBAT SHIPS AND LANDING VESSELS,3546ca27059b4377bf5e8bfb28cc35be,"GROTON, CT","GROTON, CT",notInBeltway,-72.0790717,41.3497456,-72.0790717,41.3497456,notInBeltway,0,0,Department of Defense
26367,1700: DEPT OF THE NAVY,9700: Department of Defense,ELECTRIC BOAT CORPORATION,75 EASTERN POINT RD,GROTON,CT,06340,9700: Department of Defense,1700: DEPT OF THE NAVY,9903908,ORDER 15-15 FUNDING,NA,GROTON,CT,CT02,1905: COMBAT SHIPS AND LANDING VESSELS,ccebc395e0be4af4a4b3fb4c3031870c,"GROTON, CT","GROTON, CT",notInBeltway,-72.0790717,41.3497456,-72.0790717,41.3497456,notInBeltway,0,0,Department of Defense
26390,1700: DEPT OF THE NAVY,9700: Department of Defense,ELECTRIC BOAT CORPORATION,75 EASTERN POINT RD,GROTON,CT,06340,9700: Department of Defense,1700: DEPT OF THE NAVY,85e5,ORP THIN LINED TOWED ARRAY HANDLING SYSTEM DETAILED DESIGN IGF::CT::IGF,NA,GROTON,CT,CT02,1905: COMBAT SHIPS AND LANDING VESSELS,e05b53fc67fa424c9161917898b623ce,"GROTON, CT","GROTON, CT",notInBeltway,-72.0790717,41.3497456,-72.0790717,41.3497456,notInBeltway,0,0,Department of Defense
28259,1700: DEPT OF THE NAVY,9700: Department of Defense,HUNTINGTON INGALLS INCORPORATED,4101 WASHINGTON AVE,NEWPORT NEWS,VA,23607,9700: Department of Defense,1700: DEPT OF THE NAVY,221268189.79,ESTABLISH THE REQUIREMENT FOR FUKUSHIMA REMEDIATION OF CVN 73 DURING THE RCOH ADVANCE PLANNING AND EXTEND THE PERIOD OF PERFORMANCE FOR CLIN 0006 THROUGH 04 AUGUST 2017 TO COINCIDE WITH THE START OF THE CVN 73 RCOH EXECUTION.,NA,NEWPORT NEWS,VA,VA03,1905: COMBAT SHIPS AND LANDING VESSELS,6de80efd66b0499babc7a9db0fa3cf50,"NEWPORT NEWS, VA","NEWPORT NEWS, VA",notInBeltway,-76.4730122,37.0870821,-76.4730122,37.0870821,notInBeltway,0,0,Department of Defense
28871,1700: DEPT OF THE NAVY,9700: Department of Defense,HUNTINGTON INGALLS INCORPORATED,1000 ACCESS RD,PASCAGOULA,MS,39567,9700: Department of Defense,1700: DEPT OF THE NAVY,28585510,"ESTABLISH, EXERCISE, AND FUND ADDITIONAL FLIGHT III DESIGN OPTION YEAR EFFORT.",NA,PASCAGOULA,MS,MS04,1905: COMBAT SHIPS AND LANDING VESSELS,47ec29b051d44c61bd5ab2bb6303370a,"PASCAGOULA, MS","PASCAGOULA, MS",notInBeltway,-88.5561272,30.3657552,-88.5561272,30.3657552,notInBeltway,0,0,Department of Defense
29005,1700: DEPT OF THE NAVY,9700: Department of Defense,ELECTRIC BOAT CORPORATION,75 EASTERN POINT RD,GROTON,CT,06340,9700: Department of Defense,1700: DEPT OF THE NAVY,11e6,LEAD YARD SERVICES,NA,GROTON,CT,CT02,1905: COMBAT SHIPS AND LANDING VESSELS,077bd52b239640d48547f87cac5a9ff0,"GROTON, CT","GROTON, CT",notInBeltway,-72.0790717,41.3497456,-72.0790717,41.3497456,notInBeltway,0,0,Department of Defense
29022,1700: DEPT OF THE NAVY,9700: Department of Defense,HUNTINGTON INGALLS INCORPORATED,1000 ACCESS RD,PASCAGOULA,MS,39567,9700: Department of Defense,1700: DEPT OF THE NAVY,272467161,"DETAIL DESIGN AND CONSTRUCTION (DD&C) FOR LHA 8 (INITIAL EFFORT LIMITED TO PLANNING, ADVANCED ENGINEERING AND PROCUREMENT OF LONG LEAD TIME MATERIAL)",NA,PASCAGOULA,MS,MS04,1905: COMBAT SHIPS AND LANDING VESSELS,b34d94fbd3d44e4cb423b6fc88bed2c7,"PASCAGOULA, MS","PASCAGOULA, MS",notInBeltway,-88.5561272,30.3657552,-88.5561272,30.3657552,notInBeltway,0,0,Department of Defense
30060,1700: DEPT OF THE NAVY,9700: Department of Defense,HUNTINGTON INGALLS INCORPORATED,4101 WASHINGTON AVE,NEWPORT NEWS,VA,23607,9700: Department of Defense,1700: DEPT OF THE NAVY,29708e3,CVN 80 ENGINEERING EFFORTS AND STEEL,NA,NEWPORT NEWS,VA,VA03,1905: COMBAT SHIPS AND LANDING VESSELS,b106f82db2fb4376897b5cc9a96adb48,"NEWPORT NEWS, VA","NEWPORT NEWS, VA",notInBeltway,-76.4730122,37.0870821,-76.4730122,37.0870821,notInBeltway,0,0,Department of Defense
30332,2100: DEPT OF THE ARMY,9700: Department of Defense,VIGOR MARINE LLC,5555 N CHANNEL AVE BLDG 71,PORTLAND,OR,97217,9700: Department of Defense,2100: DEPT OF THE ARMY,9987592.79,LSV-7 OCCM. SCHEDULED MAINTENANCE TO BRING THE VESSEL TO AN FMC STATUS.,NA,PORTLAND,OR,OR03,1905: COMBAT SHIPS AND LANDING VESSELS,57a9d94c83774e85a22044f60d977487,"PORTLAND, OR","PORTLAND, OR",notInBeltway,-122.6764815,45.5230622,-122.6764815,45.5230622,notInBeltway,0,0,Department of Defense
31241,1700: DEPT OF THE NAVY,9700: Department of Defense,BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,2205 E BELT ST,SAN DIEGO,CA,92113,9700: Department of Defense,1700: DEPT OF THE NAVY,9433718,IGF::OT::IGF PSA SUPPORT- LEVEL OF EFFORT,NA,SAN DIEGO,CA,CA51,1905: COMBAT SHIPS AND LANDING VESSELS,520f022976174612b15885a8e2c70eca,"SAN DIEGO, CA","SAN DIEGO, CA",notInBeltway,-117.1610838,32.715738,-117.1610838,32.715738,notInBeltway,0,0,Department of Defense
31311,1700: DEPT OF THE NAVY,9700: Department of Defense,HUNTINGTON INGALLS INCORPORATED,4101 WASHINGTON AVE,NEWPORT NEWS,VA,23607,9700: Department of Defense,1700: DEPT OF THE NAVY,2e7,CVN 80 ENGINEERING SERVICES CLIN 0003 FUNDING ONLY ($20M),NA,NEWPORT NEWS,VA,VA03,1905: COMBAT SHIPS AND LANDING VESSELS,c46e1c4604b149af8b5b525530d1ca34,"NEWPORT NEWS, VA","NEWPORT NEWS, VA",notInBeltway,-76.4730122,37.0870821,-76.4730122,37.0870821,notInBeltway,0,0,Department of Defense
31393,7008: U.S. COAST GUARD,7000: Department of Homeland Security,"EASTERN SHIPBUILDING GROUP, INC.",2200 NELSON ST,PANAMA CITY,FL,32401,7000: Department of Homeland Security,7008: U.S. COAST GUARD,110297626,OPC EASTERN MOD - PHASE II,NA,PANAMA CITY,FL,FL02,1905: COMBAT SHIPS AND LANDING VESSELS,d8a2fd5406314379aa959e9ac1e520a6,"PANAMA CITY, FL","PANAMA CITY, FL",notInBeltway,-85.6602058,30.1588129,-85.6602058,30.1588129,notInBeltway,0,0,Department of Homeland Security
31637,1700: DEPT OF THE NAVY,9700: Department of Defense,HUNTINGTON INGALLS INCORPORATED,4101 WASHINGTON AVE,NEWPORT NEWS,VA,23607,9700: Department of Defense,1700: DEPT OF THE NAVY,65321318,CVN 80 UCA FOR URGENT LLTM,NA,NEWPORT NEWS,VA,VA03,1905: COMBAT SHIPS AND LANDING VESSELS,92115eb217c6400fa9de37904cc7d981,"NEWPORT NEWS, VA","NEWPORT NEWS, VA",notInBeltway,-76.4730122,37.0870821,-76.4730122,37.0870821,notInBeltway,0,0,Department of Defense
32897,1700: DEPT OF THE NAVY,9700: Department of Defense,HUNTINGTON INGALLS INCORPORATED,4101 WASHINGTON AVE,NEWPORT NEWS,VA,23607,9700: Department of Defense,1700: DEPT OF THE NAVY,4915e4,CVN 75 EXECUTION,NA,NEWPORT NEWS,VA,VA03,1905: COMBAT SHIPS AND LANDING VESSELS,a848e23e9278470ba82ff0e70b9502ec,"NEWPORT NEWS, VA","NEWPORT NEWS, VA",notInBeltway,-76.4730122,37.0870821,-76.4730122,37.0870821,notInBeltway,0,0,Department of Defense
32913,1700: DEPT OF THE NAVY,9700: Department of Defense,ELECTRIC BOAT CORPORATION,75 EASTERN POINT RD,GROTON,CT,06340,9700: Department of Defense,1700: DEPT OF THE NAVY,15456297,EXECUTION (FFP) OPTION,NA,GROTON,CT,CT02,1905: COMBAT SHIPS AND LANDING VESSELS,346d6b81cec14428934cc4f366ef905b,"GROTON, CT","GROTON, CT",notInBeltway,-72.0790717,41.3497456,-72.0790717,41.3497456,notInBeltway,0,0,Department of Defense
33424,1700: DEPT OF THE NAVY,9700: Department of Defense,ELECTRIC BOAT CORPORATION,75 EASTERN POINT RD,GROTON,CT,06340,9700: Department of Defense,1700: DEPT OF THE NAVY,8418025,SUBMARINE,NA,GROTON,CT,CT02,1905: COMBAT SHIPS AND LANDING VESSELS,1e970d32b486479795f94e257d9f72a6,"GROTON, CT","GROTON, CT",notInBeltway,-72.0790717,41.3497456,-72.0790717,41.3497456,notInBeltway,0,0,Department of Defense
33427,1700: DEPT OF THE NAVY,9700: Department of Defense,LOCKHEED MARTIN CORPORATION,2323 EASTERN BLVD,BALTIMORE,MD,21220,9700: Department of Defense,1700: DEPT OF THE NAVY,10676520,"LABOR, MATERIAL AND TRAVEL FOR LCS 5 PSA PLANNING",NA,NEW YORK,NY,NY10,1905: COMBAT SHIPS AND LANDING VESSELS,8af1b561caf24e74b927feb74b5dfa51,"BALTIMORE, MD","NEW YORK, NY",notInBeltway,-76.6121893,39.2903848,-74.0059728,40.7127753,notInBeltway,0,0,Department of Defense
