X1,mod_agency,maj_agency_cat,vendor_name,street_address,city,state,zipcode,maj_fund_agency_cat,contracting_office_agency_id,dollars_obligated,description_of_contract_requirement,vendor_cd,place_of_performance_city,pop_state_code,place_of_performance_congressional_district,product_or_service_code,unique_transaction_id,vLocation,popLocation,beltway,vlon,vlat,plon,plat,beltwayMetro,gcBeltFund,gcMetroBeltFund,majAgency
49943,1700: DEPT OF THE NAVY,9700: Department of Defense,HUNTINGTON INGALLS INCORPORATED,4101 WASHINGTON AVE,NEWPORT NEWS,VA,23607,9700: Department of Defense,1700: DEPT OF THE NAVY,9e6,CVN69 PIA PLANNING FOR NNSY WORK ITEMS IGF::OT::IGF,NA,PORTSMOUTH,VA,VA03,1925: SPECIAL SERVICE VESSELS,34f75a4d8e954c9ca57ed4fc7db34c54,"NEWPORT NEWS, VA","PORTSMOUTH, VA",notInBeltway,-76.4730122,37.0870821,-76.2982742,36.8354258,notInBeltway,0,0,Department of Defense
51443,7008: U.S. COAST GUARD,7000: Department of Homeland Security,HUNTINGTON INGALLS INCORPORATED,1000 ACCESS RD,PASCAGOULA,MS,39567,7000: Department of Homeland Security,7008: U.S. COAST GUARD,88195682,LONG LEAD TIME MATERIAL (LLTM) FOR NATIONAL SECURITY CUTTER (NSC) 9,NA,PASCAGOULA,MS,MS04,1990: MISCELLANEOUS VESSELS,1f84f5bce44f4a31a60278699a400309,"PASCAGOULA, MS","PASCAGOULA, MS",notInBeltway,-88.5561272,30.3657552,-88.5561272,30.3657552,notInBeltway,0,0,Department of Homeland Security
477,5700: DEPT OF THE AIR FORCE,9700: Department of Defense,LOCKHEED MARTIN CORPORATION,1111 LOCKHEED MARTIN WAY BLDG 157,SUNNYVALE,CA,94089,9700: Department of Defense,5700: DEPT OF THE AIR FORCE,28e7,GEOSYNCHRONOUS EARTH ORBIT 5/6 TO REPLENISH SATELLITES AS A BLOCK BUY.,NA,SUNNYVALE,CA,CA17,1810: SPACE VEHICLES,3caa3682d53240f8b869fef4e2396347,"SUNNYVALE, CA","SUNNYVALE, CA",notInBeltway,-122.0363496,37.36883,-122.0363496,37.36883,notInBeltway,0,0,Department of Defense
1024,1700: DEPT OF THE NAVY,9700: Department of Defense,LOCKHEED MARTIN CORPORATION,1801 STATE RT 17 C,OWEGO,NY,13827,9700: Department of Defense,1700: DEPT OF THE NAVY,136327566.16,"OPTION EXERCISE, CONSIDERATION, FULL FUNDING AND ATTACHMENT/ EXHIBIT UPDATES.",NA,OWEGO,NY,NY23,"1520: AIRCRAFT, ROTARY WING",fe0d52b602a642ce974ee2dca3d91478,"OWEGO, NY","OWEGO, NY",notInBeltway,-76.2621549,42.1034075,-76.2621549,42.1034075,notInBeltway,0,0,Department of Defense
1219,97AE: DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),9700: Department of Defense,LOCKHEED MARTIN CORPORATION,5600 W SAND LAKE RD # MP-265,ORLANDO,FL,32819,9700: Department of Defense,97AE: DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),7452e4,IGF::OT::IGF LRASM ACCELERATED ACQUISITION (AA) - THIS ADMINISTRATIVE MODIFICATION INCREMENTALLY FUNDS CLIN 0001 AND ADDITIONALLY REVISES A PREVIOUS LINE OF ACCOUNTING (LOA).,NA,ORLANDO,FL,FL10,AD93: R&D- DEFENSE OTHER: OTHER (ADVANCED DEVELOPMENT),f034e77b7d1c4b4690299c54cf202bd1,"ORLANDO, FL","ORLANDO, FL",notInBeltway,-81.3792365,28.5383355,-81.3792365,28.5383355,notInBeltway,0,0,Department of Defense
1568,8000: NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,8000: National Aeronautics and Space Administration,LOCKHEED MARTIN CORPORATION,12257 STATE HIGHWAY,LITTLETON,CO,80127,8000: National Aeronautics and Space Administration,8000: NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,19e7,ORION CREW EXPLORATION VEHICLE CONTRACT.,NA,LITTLETON,CO,CO02,AR33: R&D- SPACE: FLIGHT (ADVANCED DEVELOPMENT),98dc1e213914408386829daf3fea7629,"LITTLETON, CO","LITTLETON, CO",notInBeltway,-105.0166498,39.613321,-105.0166498,39.613321,notInBeltway,0,0,National Aeronautics and Space Administration
1666,1700: DEPT OF THE NAVY,9700: Department of Defense,LOCKHEED MARTIN CORPORATION,1 LOCKHEED BLVD,FORT WORTH,TX,76108,9700: Department of Defense,1700: DEPT OF THE NAVY,123281818,"THIS MODIFICATION ESTABLISHES A UCA IN SUPPORT OF ITEMS 1001, 1005, 1012, 1013, 1101, 2001, 2004&3001.",NA,FORT WORTH,TX,TX12,"1510: AIRCRAFT, FIXED WING",606d2ef20fc5403dbe2bbd95a6987dc0,"FORT WORTH, TX","FORT WORTH, TX",notInBeltway,-97.3307658,32.7554883,-97.3307658,32.7554883,notInBeltway,0,0,Department of Defense
2196,1700: DEPT OF THE NAVY,9700: Department of Defense,LOCKHEED MARTIN CORPORATION,2323 EASTERN BLVD,BALTIMORE,MD,21220,9700: Department of Defense,1700: DEPT OF THE NAVY,279137361,BASIC SEAFRAME CONSTRUCTION SHIP #1,NA,MIDDLE RIVER,MD,MD02,1905: COMBAT SHIPS AND LANDING VESSELS,b5f08ceea76f4fc393f41b2cb633c5fc,"BALTIMORE, MD","MIDDLE RIVER, MD",notInBeltway,-76.6121893,39.2903848,-76.4394056,39.3342744,notInBeltway,0,0,Department of Defense
2778,5700: DEPT OF THE AIR FORCE,9700: Department of Defense,LOCKHEED MARTIN CORPORATION,5600 W SAND LAKE RD # MP-265,ORLANDO,FL,32819,9700: Department of Defense,5700: DEPT OF THE AIR FORCE,201233077,IGF::OT::IGFT: RSAF SUSTAINMENT,NA,ORLANDO,FL,FL10,J012: MAINT/REPAIR/REBUILD OF EQUIPMENT- FIRE CONTROL EQUIPMENT,aa7e8b7e3be645e59b29ec7effb85d22,"ORLANDO, FL","ORLANDO, FL",notInBeltway,-81.3792365,28.5383355,-81.3792365,28.5383355,notInBeltway,0,0,Department of Defense
2838,5700: DEPT OF THE AIR FORCE,9700: Department of Defense,LOCKHEED MARTIN CORPORATION,86 SOUTH COBB DR,MARIETTA,GA,30063,9700: Department of Defense,5700: DEPT OF THE AIR FORCE,260078333.35,"ACAT I, C-130J, FY15 ADVANCE PROCUREMENT FOR FY16 C-130J AIRCRAFT",NA,MARIETTA,GA,GA11,"1510: AIRCRAFT, FIXED WING",d634c40bb07c460198712713b5da41c0,"MARIETTA, GA","MARIETTA, GA",notInBeltway,-84.5499327,33.952602,-84.5499327,33.952602,notInBeltway,0,0,Department of Defense
3014,1700: DEPT OF THE NAVY,9700: Department of Defense,LOCKHEED MARTIN CORPORATION,1 LOCKHEED BLVD,FORT WORTH,TX,76108,9700: Department of Defense,1700: DEPT OF THE NAVY,501835132,"MODIFICATION ESTABLISHES A UCA IN SUPPORT OF ITEMS 1001, 1005, 1012, 1013, 1101, 2001, 2004&3001.",NA,FORT WORTH,TX,TX12,"1510: AIRCRAFT, FIXED WING",a8407b6cb3db43d1b6c80016759cbab9,"FORT WORTH, TX","FORT WORTH, TX",notInBeltway,-97.3307658,32.7554883,-97.3307658,32.7554883,notInBeltway,0,0,Department of Defense
3165,5700: DEPT OF THE AIR FORCE,9700: Department of Defense,LOCKHEED MARTIN CORPORATION,86 SOUTH COBB DR,MARIETTA,GA,30063,9700: Department of Defense,5700: DEPT OF THE AIR FORCE,686202196,"ACAT I, C-130J, UNDEFINITIZED CONTRACT ACTION FOR SEVENTEEN (17) C-130J AIRCRAFT",NA,MARIETTA,GA,GA11,"1510: AIRCRAFT, FIXED WING",8a57250851e44513a1b5056020961f2f,"MARIETTA, GA","MARIETTA, GA",notInBeltway,-84.5499327,33.952602,-84.5499327,33.952602,notInBeltway,0,0,Department of Defense
3248,1700: DEPT OF THE NAVY,9700: Department of Defense,LOCKHEED MARTIN CORPORATION,1 LOCKHEED BLVD,FORT WORTH,TX,76108,9700: Department of Defense,1700: DEPT OF THE NAVY,11356e4,INCREASE USAF F-35A ADVANCE PROCUREMENT FUNDING AND NL LRIP 11 XLL FUNDING,NA,FORT WORTH,TX,TX33,"1510: AIRCRAFT, FIXED WING",6cd59f844caa48b6bd8e8b9d3edc787f,"FORT WORTH, TX","FORT WORTH, TX",notInBeltway,-97.3307658,32.7554883,-97.3307658,32.7554883,notInBeltway,0,0,Department of Defense
3304,97JC: MISSILE DEFENSE AGENCY (MDA),9700: Department of Defense,LOCKHEED MARTIN CORPORATION,199 BORTON LANDING RD,MOORESTOWN,NJ,08057,9700: Department of Defense,97JC: MISSILE DEFENSE AGENCY (MDA),67504923.59,"AEGIS BALLISTIC MISSILE DEFENSE BMD IS THE SEA-BASED COMPONENT OF THE MISSILE DEFENSE AGENCYS BALLISTIC MISSILE DEFENSE SYSTEM BMDS. AEGIS BMD BUILDS UPON THE AEGIS WEAPON SYSTEM, STANDARD MISSILE, NAVY AND JOINT FORCES COMMAND, CONTROL AND COMMUNICATION SYSTEMS. THE COMMANDER, OPERATIONAL TEST AND EVALUATION FORCE, FORMALLY FOUND AEGIS BMD TO BE OPERATIONALLY EFFECTIVE AND SUITABLE RESULTING IN THE NAVY EMBRACING BMD AS ONE OF ITS CORE MISSIONS. IN RECOGNITION OF ITS SCALABILITY, AEGIS BMD SM-3 SYSTEM IS A KEYSTONE IN THE PHASED ADAPTIVE APPROACH PAA FOR MISSILE DEFENSE IN EUROPE.",NA,MOORESTOWN,NJ,NJ03,AC21: R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (BASIC RESEARCH),21d2f339701942aabe119780e7283f11,"MOORESTOWN, NJ","MOORESTOWN, NJ",notInBeltway,-74.948886,39.9688817,-74.948886,39.9688817,notInBeltway,0,0,Department of Defense
3659,8000: NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,8000: National Aeronautics and Space Administration,LOCKHEED MARTIN CORPORATION,12257 STATE HIGHWAY,LITTLETON,CO,80127,8000: National Aeronautics and Space Administration,8000: NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,1e8,ORION CREW EXPLORATION VEHICLE CONTRACT.,NA,LITTLETON,CO,CO02,AR33: R&D- SPACE: FLIGHT (ADVANCED DEVELOPMENT),11758682ea674130b44f343b19226cc4,"LITTLETON, CO","LITTLETON, CO",notInBeltway,-105.0166498,39.613321,-105.0166498,39.613321,notInBeltway,0,0,National Aeronautics and Space Administration
3858,5700: DEPT OF THE AIR FORCE,9700: Department of Defense,LOCKHEED MARTIN CORPORATION,1 LOCKHEED BLVD,FORT WORTH,TX,76108,9700: Department of Defense,5700: DEPT OF THE AIR FORCE,451454546,SINGAPORE F-16 C/D/D+ BLOCK 52/52+ AIRCRAFT UPGRADE PROGRAM,NA,FORT WORTH,TX,TX12,1680: MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS,c2da4a58b3c040ce8de60a34fe29ada6,"FORT WORTH, TX","FORT WORTH, TX",notInBeltway,-97.3307658,32.7554883,-97.3307658,32.7554883,notInBeltway,0,0,Department of Defense
4398,5700: DEPT OF THE AIR FORCE,9700: Department of Defense,LOCKHEED MARTIN CORPORATION,86 SOUTH COBB DR,MARIETTA,GA,30063,9700: Department of Defense,5700: DEPT OF THE AIR FORCE,1244479334.78,"ACAT I C-130J MYPC II, FY14 - FY18 AIRCRAFT BUY",NA,MARIETTA,GA,GA11,"1510: AIRCRAFT, FIXED WING",b8270f89f40d4f068589e738612eb687,"MARIETTA, GA","MARIETTA, GA",notInBeltway,-84.5499327,33.952602,-84.5499327,33.952602,notInBeltway,0,0,Department of Defense
4597,5700: DEPT OF THE AIR FORCE,9700: Department of Defense,LOCKHEED MARTIN CORPORATION,LOCKHEED BLVD,FORT WORTH,TX,76108,9700: Department of Defense,5700: DEPT OF THE AIR FORCE,77544731,"F22, FUNDING MODIFICATION FOR CONTRACT LINE ITEM NUMBERS 1601, 1604, 1606, 1607&1611",NA,FORT WORTH,TX,TX12,J016: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,fa3e2fbd4d10455a8661289f7a5c168a,"FORT WORTH, TX","FORT WORTH, TX",notInBeltway,-97.3307658,32.7554883,-97.3307658,32.7554883,notInBeltway,0,0,Department of Defense
5334,5700: DEPT OF THE AIR FORCE,9700: Department of Defense,LOCKHEED MARTIN CORPORATION,86 SOUTH COBB DR,MARIETTA,GA,30063,9700: Department of Defense,5700: DEPT OF THE AIR FORCE,72684e3,"ACAT I, C-130J, FMS INDIA ADDITIONAL FUNDS FOR UCA",NA,MARIETTA,GA,GA11,"1510: AIRCRAFT, FIXED WING",af2172ba23c4447eac1c4d20a16e0715,"MARIETTA, GA","MARIETTA, GA",notInBeltway,-84.5499327,33.952602,-84.5499327,33.952602,notInBeltway,0,0,Department of Defense
5665,1700: DEPT OF THE NAVY,9700: Department of Defense,LOCKHEED MARTIN CORPORATION,1111 LOCKHEED MARTIN WAY BLDG 157,SUNNYVALE,CA,94089,9700: Department of Defense,1700: DEPT OF THE NAVY,250542698,"THE PURPOSES OF THIS MODIFICATION ARE TO: 1) EXERCISE AND FULLY FUND ITEMS OPTION ITEMS 0006, 0008, 0011, 0016, 0017, 0018, 0036, 0039, 0070, AND 0088, 2) FULLY FUND ITEMS 0005, 0007, 0009, 0010, 0019, 0021, 0037, 0038, 0040, AND 0090, 3) INCREMENTALLY FUND ITEMS 0002, 0003, 0004 AND 0015, 4) EXTEND THE EXERCISE DATE OF OPTION ITEM 0078 IN SECTION C CLAUSE C-4, AND 5) UPDATE THE SECTION C, ITEMS 0036 AND 0037 LANGUAGE AND DELETE ATTACHMENTS 51 AND 52 TO CORRECT A MUTUAL LISTAKE UNDER MOD. NO. PZ0001 WHERE THE FIRST DESTINATION DELIVERABLE SHIPPING REQUIREMENTS WERE INCORRECTLY DEFINED.",NA,SUNNYVALE,CA,CA17,1140: NUCLEAR COMPONENTS,567c86e5150d4a30ae042fa853ca6a5e,"SUNNYVALE, CA","SUNNYVALE, CA",notInBeltway,-122.0363496,37.36883,-122.0363496,37.36883,notInBeltway,0,0,Department of Defense
6493,1700: DEPT OF THE NAVY,9700: Department of Defense,LOCKHEED MARTIN CORPORATION,1801 STATE RT 17 C,OWEGO,NY,13827,9700: Department of Defense,1700: DEPT OF THE NAVY,117152307,PRODUCTION OF TEN (10) MH-60R IN RSNF CONFIGURATION WITH SUPPORTING EQUIPMENT. ROYAL SAUDI NAVAL FORCES (RSNF) FOREIGN MILITARY SALE (FMS) CASE SR-P-SBU.,NA,OWEGO,NY,NY23,"1520: AIRCRAFT, ROTARY WING",a750ef0b8535474f894b8c6c7dd85b56,"OWEGO, NY","OWEGO, NY",notInBeltway,-76.2621549,42.1034075,-76.2621549,42.1034075,notInBeltway,0,0,Department of Defense
6881,8000: NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,8000: National Aeronautics and Space Administration,LOCKHEED MARTIN CORPORATION,12257 STATE HIGHWAY,LITTLETON,CO,80127,8000: National Aeronautics and Space Administration,8000: NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,477505557.24,ORION CREW EXPLORATION VEHICLE CONTRACT.,NA,LITTLETON,CO,CO02,AR33: R&D- SPACE: FLIGHT (ADVANCED DEVELOPMENT),1f867256fbd043de8e31f9c581b83d50,"LITTLETON, CO","LITTLETON, CO",notInBeltway,-105.0166498,39.613321,-105.0166498,39.613321,notInBeltway,0,0,National Aeronautics and Space Administration
7999,2100: DEPT OF THE ARMY,9700: Department of Defense,LOCKHEED MARTIN CORPORATION,1701 W MARSHALL DR,GRAND PRAIRIE,TX,75051,9700: Department of Defense,2100: DEPT OF THE ARMY,80508739,MISSILE SEGMENT MULTI-BAND RADIO FREQUENCY DATA LINK (MRFDL) OBSOLESCENCE REDESIGN PROGRAM,NA,GRAND PRAIRIE,TX,TX33,1410: GUIDED MISSILES,a328de8ce89e4eb6a05ac24e998eaa3d,"GRAND PRAIRIE, TX","GRAND PRAIRIE, TX",notInBeltway,-96.9977846,32.7459645,-96.9977846,32.7459645,notInBeltway,0,0,Department of Defense
8208,1700: DEPT OF THE NAVY,9700: Department of Defense,LOCKHEED MARTIN CORPORATION,1 LOCKHEED BLVD,FORT WORTH,TX,76108,9700: Department of Defense,1700: DEPT OF THE NAVY,61943087.71,IGF::IT::IGF,NA,FORT WORTH,TX,TX12,"1510: AIRCRAFT, FIXED WING",93c78293477247f7a15c59edb4c64ce2,"FORT WORTH, TX","FORT WORTH, TX",notInBeltway,-97.3307658,32.7554883,-97.3307658,32.7554883,notInBeltway,0,0,Department of Defense
9767,1700: DEPT OF THE NAVY,9700: Department of Defense,LOCKHEED MARTIN CORPORATION,1111 LOCKHEED MARTIN WAY BLDG 157,SUNNYVALE,CA,94089,9700: Department of Defense,1700: DEPT OF THE NAVY,981e5,MISSILE DEPLOYED SYSTEMS SUPPORT - US/UK,NA,SUNNYVALE,CA,CA17,1140: NUCLEAR COMPONENTS,b2a781149d7a4e04837ead54e07297fa,"SUNNYVALE, CA","SUNNYVALE, CA",notInBeltway,-122.0363496,37.36883,-122.0363496,37.36883,notInBeltway,0,0,Department of Defense
10107,1700: DEPT OF THE NAVY,9700: Department of Defense,LOCKHEED MARTIN CORPORATION,1 LOCKHEED BLVD,FORT WORTH,TX,76108,9700: Department of Defense,1700: DEPT OF THE NAVY,158048003,THE PURPOSE OF THIS MODIFICATION IS TO REVISE FUNDING ON THE LRIP 9 UCA AIRCRAFT CLINS.,NA,FORT WORTH,TX,TX12,"1510: AIRCRAFT, FIXED WING",7b23ad178bd94033afc391366eb865b4,"FORT WORTH, TX","FORT WORTH, TX",notInBeltway,-97.3307658,32.7554883,-97.3307658,32.7554883,notInBeltway,0,0,Department of Defense
10518,1700: DEPT OF THE NAVY,9700: Department of Defense,LOCKHEED MARTIN CORPORATION,1 LOCKHEED BLVD,FORT WORTH,TX,76108,9700: Department of Defense,1700: DEPT OF THE NAVY,646571536.19,IGF::OT::IGF,NA,FORT WORTH,TX,TX12,"1510: AIRCRAFT, FIXED WING",5d0afc37fc9d457ba32e7d11809c2342,"FORT WORTH, TX","FORT WORTH, TX",notInBeltway,-97.3307658,32.7554883,-97.3307658,32.7554883,notInBeltway,0,0,Department of Defense
10903,5700: DEPT OF THE AIR FORCE,9700: Department of Defense,LOCKHEED MARTIN CORPORATION,199 BORTON LANDING RD,MOORESTOWN,NJ,08057,9700: Department of Defense,5700: DEPT OF THE AIR FORCE,162026353,IGF::CT::IGF SPACE FENCE,NA,MOORESTOWN,NJ,NJ03,AC67: R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (COMMERCIALIZED),ab52ad24e35d49788e258003c9836b09,"MOORESTOWN, NJ","MOORESTOWN, NJ",notInBeltway,-74.948886,39.9688817,-74.948886,39.9688817,notInBeltway,0,0,Department of Defense
11939,1700: DEPT OF THE NAVY,9700: Department of Defense,LOCKHEED MARTIN CORPORATION,1 LOCKHEED BLVD,FORT WORTH,TX,76108,9700: Department of Defense,1700: DEPT OF THE NAVY,532882508,THE PURPOSE OF THIS MODIFICATION IS TO REVISE FUNDING ON THE LRIP 9 UCA AIRCRAFT CLINS.,NA,FORT WORTH,TX,TX12,"1510: AIRCRAFT, FIXED WING",c86feedf4d9642ff87b767e774241ae9,"FORT WORTH, TX","FORT WORTH, TX",notInBeltway,-97.3307658,32.7554883,-97.3307658,32.7554883,notInBeltway,0,0,Department of Defense
12265,5700: DEPT OF THE AIR FORCE,9700: Department of Defense,LOCKHEED MARTIN CORPORATION,86 SOUTH COBB DR,MARIETTA,GA,30063,9700: Department of Defense,5700: DEPT OF THE AIR FORCE,160731e3,"C-130J, FMS INDIA, INCREASING PROGRESS PAYMENT RATE",NA,MARIETTA,GA,GA11,"1510: AIRCRAFT, FIXED WING",a674080c02974a78a4be2ac79dd73814,"MARIETTA, GA","MARIETTA, GA",notInBeltway,-84.5499327,33.952602,-84.5499327,33.952602,notInBeltway,0,0,Department of Defense
12906,5700: DEPT OF THE AIR FORCE,9700: Department of Defense,LOCKHEED MARTIN CORPORATION,86 SOUTH COBB DR,MARIETTA,GA,30063,9700: Department of Defense,5700: DEPT OF THE AIR FORCE,1899410911,"ACAT I, C-130J, FULLY FUNDED FY16 AIRCRAFT AND VARIANTS",NA,MARIETTA,GA,GA11,"1510: AIRCRAFT, FIXED WING",04e6ec44960547f1b469e62c93190886,"MARIETTA, GA","MARIETTA, GA",notInBeltway,-84.5499327,33.952602,-84.5499327,33.952602,notInBeltway,0,0,Department of Defense
13316,5700: DEPT OF THE AIR FORCE,9700: Department of Defense,LOCKHEED MARTIN CORPORATION,86 SOUTH COBB DR,MARIETTA,GA,30063,9700: Department of Defense,5700: DEPT OF THE AIR FORCE,106e6,"ACAT I, C-130J, FY16 ADVANCE PROCUREMENT OF FY17 AIRCRAFT",NA,MARIETTA,GA,GA11,"1510: AIRCRAFT, FIXED WING",0c2a90392ade43449c653b8cfbe5cada,"MARIETTA, GA","MARIETTA, GA",notInBeltway,-84.5499327,33.952602,-84.5499327,33.952602,notInBeltway,0,0,Department of Defense
13374,97AK: DEFENSE INFORMATION SYSTEMS AGENCY (DISA),9700: Department of Defense,LOCKHEED MARTIN CORPORATION,"9500 GODWIN DR, LOCATION B",MANASSAS,VA,20110,9700: Department of Defense,97AK: DEFENSE INFORMATION SYSTEMS AGENCY (DISA),78627148.07,IGF::CL::IGF VENDOR MAINTENANCE AGREEMENTS (VMAS),NA,FORT GEORGE G MEADE,MD,MD02,D316: IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT,43ae8119344346b493c716831b103f6c,"MANASSAS, VA","FORT GEORGE G MEADE, MD",notInBeltway,-77.4752667,38.7509488,-76.7267773,39.1137602,inBeltway,0,78627148.07,Department of Defense
13375,97AK: DEFENSE INFORMATION SYSTEMS AGENCY (DISA),9700: Department of Defense,LOCKHEED MARTIN CORPORATION,"9500 GODWIN DR, LOCATION B",MANASSAS,VA,20110,9700: Department of Defense,97AK: DEFENSE INFORMATION SYSTEMS AGENCY (DISA),72840901.62,IGF::CT::IGF OPERATIONS AND SUSTAINMENT OF THE DISN INFRASTRUCTURE,NA,FORT GEORGE G MEADE,MD,MD02,D316: IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT,cdae99dddbae4a37a885a4404bffcd35,"MANASSAS, VA","FORT GEORGE G MEADE, MD",notInBeltway,-77.4752667,38.7509488,-76.7267773,39.1137602,inBeltway,0,72840901.62,Department of Defense
14246,1700: DEPT OF THE NAVY,9700: Department of Defense,LOCKHEED MARTIN CORPORATION,1 LOCKHEED BLVD,FORT WORTH,TX,76108,9700: Department of Defense,1700: DEPT OF THE NAVY,473352085,LRIP 11 AAC,NA,FORT WORTH,TX,TX12,"1510: AIRCRAFT, FIXED WING",04fe1699f35c4a339d930854ad75a6ec,"FORT WORTH, TX","FORT WORTH, TX",notInBeltway,-97.3307658,32.7554883,-97.3307658,32.7554883,notInBeltway,0,0,Department of Defense
14247,1700: DEPT OF THE NAVY,9700: Department of Defense,LOCKHEED MARTIN CORPORATION,1 LOCKHEED BLVD,FORT WORTH,TX,76108,9700: Department of Defense,1700: DEPT OF THE NAVY,441166e3,LRIP 11 AAC,NA,FORT WORTH,TX,TX12,"1510: AIRCRAFT, FIXED WING",65679ecc589e44048e76f4d036f0e287,"FORT WORTH, TX","FORT WORTH, TX",notInBeltway,-97.3307658,32.7554883,-97.3307658,32.7554883,notInBeltway,0,0,Department of Defense
14382,1700: DEPT OF THE NAVY,9700: Department of Defense,LOCKHEED MARTIN CORPORATION,1 LOCKHEED BLVD,FORT WORTH,TX,76108,9700: Department of Defense,1700: DEPT OF THE NAVY,282841960.42,"INCREMENTAL FUNDING CLINS 0001, 0016, 0020, AND 0025",NA,FORT WORTH,TX,TX12,AC15: R&D- DEFENSE SYSTEM: AIRCRAFT (OPERATIONAL SYSTEMS DEVELOPMENT),c919d59e83af4dccad06d7580c948dcc,"FORT WORTH, TX","FORT WORTH, TX",notInBeltway,-97.3307658,32.7554883,-97.3307658,32.7554883,notInBeltway,0,0,Department of Defense
14529,5700: DEPT OF THE AIR FORCE,9700: Department of Defense,LOCKHEED MARTIN CORPORATION,1111 LOCKHEED MARTIN WAY BLDG 157,SUNNYVALE,CA,94089,9700: Department of Defense,5700: DEPT OF THE AIR FORCE,142888012,IGF::CT::IGF PROCURE TWO NUCLEAR HARDENED SATELLITES TO PROVIDE PROTECTED SATELLITE COMMUNICATIONS,NA,SUNNYVALE,CA,CA17,AR92: R&D- SPACE: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),70f07d267f6e44a08d76190d8e6cb3de,"SUNNYVALE, CA","SUNNYVALE, CA",notInBeltway,-122.0363496,37.36883,-122.0363496,37.36883,notInBeltway,0,0,Department of Defense
14925,1700: DEPT OF THE NAVY,9700: Department of Defense,LOCKHEED MARTIN CORPORATION,2323 EASTERN BLVD,BALTIMORE,MD,21220,9700: Department of Defense,1700: DEPT OF THE NAVY,387419089,"THE PURPOSE OF THIS MODIFICATION IS TO EXERCISE CLINS 0501, 0502, AND 0503.",NA,MIDDLE RIVER,MD,MD02,1905: COMBAT SHIPS AND LANDING VESSELS,8a6757191e1b49f8863e1d3f25c39927,"BALTIMORE, MD","MIDDLE RIVER, MD",notInBeltway,-76.6121893,39.2903848,-76.4394056,39.3342744,notInBeltway,0,0,Department of Defense
15458,2100: DEPT OF THE ARMY,9700: Department of Defense,LOCKHEED MARTIN CORPORATION,5600 W SAND LAKE RD # MP-265,ORLANDO,FL,32819,9700: Department of Defense,2100: DEPT OF THE ARMY,118951694.1,TO ADD FUNDING TO BUY 16.,NA,ORLANDO,FL,FL10,1410: GUIDED MISSILES,470ddc89c8b8444eb701d03747b78f3b,"ORLANDO, FL","ORLANDO, FL",notInBeltway,-81.3792365,28.5383355,-81.3792365,28.5383355,notInBeltway,0,0,Department of Defense
16049,1700: DEPT OF THE NAVY,9700: Department of Defense,LOCKHEED MARTIN CORPORATION,1 LOCKHEED BLVD,FORT WORTH,TX,76108,9700: Department of Defense,1700: DEPT OF THE NAVY,93432646.57,AME/PFE/RED GEAR UCA,NA,FORT WORTH,TX,TX12,"1510: AIRCRAFT, FIXED WING",91c079c4169c49d8ad6bf94f08e3fb97,"FORT WORTH, TX","FORT WORTH, TX",notInBeltway,-97.3307658,32.7554883,-97.3307658,32.7554883,notInBeltway,0,0,Department of Defense
16207,1700: DEPT OF THE NAVY,9700: Department of Defense,LOCKHEED MARTIN CORPORATION,199 BORTON LANDING RD,MOORESTOWN,NJ,08057,9700: Department of Defense,1700: DEPT OF THE NAVY,82124632.97,"ADVANCED CAPABILITY BUILD 16 (ACB 16); THE PURPOSES OF THIS MODIFICATION ARE TO: A) INCREASE AND INCREMENTALLY FUND ITEMS 000109, 030401, AND 030601; B) ESTABLISH AND INCREMENTALLY FUND ITEMS 000110, 000111, 030402, 030403, 030603, 030604, AND 030605; C) ESTABLISH PERFORMANCE INCENTIVE FEE SLINS 000710, 000711; AND, D) ESTABLISH PERFORMANCE INCENTIVE FEE CLIN 0312.",NA,MOORESTOWN,NJ,NJ03,"5840: RADAR EQUIPMENT, EXCEPT AIRBORNE",618329c74ef54e0d8987634ff714a47c,"MOORESTOWN, NJ","MOORESTOWN, NJ",notInBeltway,-74.948886,39.9688817,-74.948886,39.9688817,notInBeltway,0,0,Department of Defense
